run_id,episode,reward,avg_wait_time,epsilon,alpha,gamma,epsilon_decay,deliveries,energy_used
qlearning_v2,72,-29634.1,74.41,0.80547,0.05,0.99,0.997,22,97
qlearning_v2,73,-27819.2,81.36,0.80306,0.05,0.99,0.997,14,99
qlearning_v2,74,-27373.9,34.47,0.80065,0.05,0.99,0.997,11,103
qlearning_v2,75,-26718.9,77.31,0.79825,0.05,0.99,0.997,18,93
qlearning_v2,76,-28321.0,54.25,0.79585,0.05,0.99,0.997,12,95
qlearning_v2,77,-27564.2,52.15,0.79346,0.05,0.99,0.997,12,84
qlearning_v2,78,-27292.5,61.19,0.79108,0.05,0.99,0.997,8,90
qlearning_v2,79,-27813.6,60.79,0.78871,0.05,0.99,0.997,16,87
qlearning_v2,80,-30155.0,83.28,0.78634,0.05,0.99,0.997,10,85
qlearning_v2,81,-29832.6,66.69,0.78399,0.05,0.99,0.997,11,82
qlearning_v2,82,-27228.5,86.08,0.78163,0.05,0.99,0.997,16,100
qlearning_v2,83,-28596.2,33.06,0.77929,0.05,0.99,0.997,9,94
qlearning_v2,84,-27941.4,15.58,0.77695,0.05,0.99,0.997,4,88
qlearning_v2,85,-29948.2,59.4,0.77462,0.05,0.99,0.997,7,99
qlearning_v2,86,-26370.5,59.56,0.7723,0.05,0.99,0.997,22,100
qlearning_v2,87,-28856.4,70.09,0.76998,0.05,0.99,0.997,15,83
qlearning_v2,88,-28266.4,87.85,0.76767,0.05,0.99,0.997,12,93
qlearning_v2,89,-29429.0,91.14,0.76537,0.05,0.99,0.997,13,80
qlearning_v2,90,-27766.5,71.7,0.76307,0.05,0.99,0.997,12,80
qlearning_v2,91,-27663.5,66.25,0.76078,0.05,0.99,0.997,8,95
qlearning_v2,92,-26861.4,52.18,0.7585,0.05,0.99,0.997,14,93
qlearning_v2,93,-28626.5,64.24,0.75622,0.05,0.99,0.997,17,110
qlearning_v2,94,-27275.4,82.36,0.75395,0.05,0.99,0.997,20,93
qlearning_v2,95,-28426.1,41.12,0.75169,0.05,0.99,0.997,8,102
qlearning_v2,96,-29747.4,73.41,0.74944,0.05,0.99,0.997,9,83
qlearning_v2,97,-28554.7,93.0,0.74719,0.05,0.99,0.997,20,89
qlearning_v2,98,-27314.7,74.12,0.74495,0.05,0.99,0.997,17,99
qlearning_v2,99,-30580.9,23.0,0.74271,0.05,0.99,0.997,6,88
qlearning_v2,100,-28641.3,95.59,0.74048,0.05,0.99,0.997,26,91
qlearning_v2,101,-29050.7,49.69,0.73826,0.05,0.99,0.997,8,94
qlearning_v2,102,-28529.2,74.17,0.73605,0.05,0.99,0.997,23,99
qlearning_v2,103,-28869.4,42.31,0.73384,0.05,0.99,0.997,5,73
qlearning_v2,104,-27587.1,86.22,0.73164,0.05,0.99,0.997,15,102
qlearning_v2,105,-29192.0,64.06,0.72944,0.05,0.99,0.997,9,90
qlearning_v2,106,-27705.5,62.24,0.72726,0.05,0.99,0.997,17,90
qlearning_v2,107,-28161.1,75.78,0.72507,0.05,0.99,0.997,19,102
qlearning_v2,108,-28466.0,59.67,0.7229,0.05,0.99,0.997,16,95
qlearning_v2,109,-27846.8,57.81,0.72073,0.05,0.99,0.997,24,86
qlearning_v2,110,-28616.8,72.54,0.71857,0.05,0.99,0.997,18,96
qlearning_v2,111,-29239.5,74.52,0.71641,0.05,0.99,0.997,13,95
qlearning_v2,112,-26483.6,62.84,0.71426,0.05,0.99,0.997,23,97
qlearning_v2,113,-28434.5,22.36,0.71212,0.05,0.99,0.997,6,75
qlearning_v2,114,-28356.5,74.5,0.70998,0.05,0.99,0.997,14,85
qlearning_v2,115,-28066.5,35.48,0.70785,0.05,0.99,0.997,13,85
qlearning_v2,116,-26867.3,34.06,0.70573,0.05,0.99,0.997,10,101
qlearning_v2,117,-27126.4,38.12,0.70361,0.05,0.99,0.997,8,108
qlearning_v2,118,-28927.6,57.92,0.7015,0.05,0.99,0.997,17,102
qlearning_v2,119,-29054.2,71.5,0.6994,0.05,0.99,0.997,16,99
qlearning_v2,120,-27973.7,73.36,0.6973,0.05,0.99,0.997,14,84
qlearning_v2,121,-29234.6,71.2,0.69521,0.05,0.99,0.997,13,92
qlearning_v2,122,-29804.9,11.0,0.69312,0.05,0.99,0.997,3,88
qlearning_v2,123,-27919.3,68.38,0.69104,0.05,0.99,0.997,15,86
qlearning_v2,124,-28574.8,33.4,0.68897,0.05,0.99,0.997,12,96
qlearning_v2,125,-29527.9,73.15,0.6869,0.05,0.99,0.997,19,93
qlearning_v2,126,-27253.6,59.0,0.68484,0.05,0.99,0.997,18,82
qlearning_v2,127,-28250.4,47.0,0.68279,0.05,0.99,0.997,8,93
qlearning_v2,128,-28837.4,54.43,0.68074,0.05,0.99,0.997,7,83
qlearning_v2,129,-29108.3,36.44,0.6787,0.05,0.99,0.997,10,91
qlearning_v2,130,-28619.5,78.39,0.67666,0.05,0.99,0.997,15,80
qlearning_v2,131,-27787.3,73.36,0.67463,0.05,0.99,0.997,17,91
qlearning_v2,132,-27775.7,72.2,0.67261,0.05,0.99,0.997,22,79
qlearning_v2,133,-32005.7,78.04,0.67059,0.05,0.99,0.997,16,79
qlearning_v2,134,-29161.4,3.12,0.66858,0.05,0.99,0.997,0,78
qlearning_v2,135,-27173.9,60.37,0.66657,0.05,0.99,0.997,11,93
qlearning_v2,136,-28980.9,85.43,0.66457,0.05,0.99,0.997,22,98
qlearning_v2,137,-27359.7,75.63,0.66258,0.05,0.99,0.997,19,84
qlearning_v2,138,-27907.1,79.62,0.66059,0.05,0.99,0.997,18,97
qlearning_v2,139,-27659.3,73.08,0.65861,0.05,0.99,0.997,18,81
qlearning_v2,140,-27752.9,49.37,0.65663,0.05,0.99,0.997,30,98
qlearning_v2,141,-29766.0,50.3,0.65466,0.05,0.99,0.997,12,95
qlearning_v2,142,-28496.2,41.21,0.6527,0.05,0.99,0.997,11,89
qlearning_v2,143,-27678.6,85.26,0.65074,0.05,0.99,0.997,23,92
qlearning_v2,144,-28612.4,57.4,0.64879,0.05,0.99,0.997,12,83
qlearning_v2,145,-28091.6,84.37,0.64684,0.05,0.99,0.997,22,102
qlearning_v2,146,-28724.6,80.7,0.6449,0.05,0.99,0.997,12,92
qlearning_v2,147,-28563.2,75.5,0.64297,0.05,0.99,0.997,14,74
qlearning_v2,148,-28185.2,27.43,0.64104,0.05,0.99,0.997,6,84
qlearning_v2,149,-29425.7,48.63,0.63911,0.05,0.99,0.997,11,94
qlearning_v2,150,-28571.2,66.96,0.6372,0.05,0.99,0.997,18,84
qlearning_v2,151,-29768.7,59.33,0.63529,0.05,0.99,0.997,28,89
qlearning_v2,152,-28577.9,46.21,0.63338,0.05,0.99,0.997,11,83
qlearning_v2,153,-30872.8,16.64,0.63148,0.05,0.99,0.997,3,76
qlearning_v2,154,-26871.8,70.04,0.62959,0.05,0.99,0.997,19,91
qlearning_v2,155,-29364.3,72.29,0.6277,0.05,0.99,0.997,9,96
qlearning_v2,156,-28539.3,74.87,0.62581,0.05,0.99,0.997,15,86
qlearning_v2,157,-27700.6,64.61,0.62394,0.05,0.99,0.997,12,92
qlearning_v2,158,-29565.0,64.84,0.62206,0.05,0.99,0.997,12,95
qlearning_v2,159,-27199.7,72.09,0.6202,0.05,0.99,0.997,15,99
qlearning_v2,160,-26948.9,87.52,0.61834,0.05,0.99,0.997,13,83
qlearning_v2,161,-28358.6,83.05,0.61648,0.05,0.99,0.997,15,97
qlearning_v2,162,-28480.6,58.79,0.61463,0.05,0.99,0.997,6,87
qlearning_v2,163,-29317.1,73.75,0.61279,0.05,0.99,0.997,12,97
qlearning_v2,164,-27572.4,65.77,0.61095,0.05,0.99,0.997,14,88
qlearning_v2,165,-29663.2,88.92,0.60912,0.05,0.99,0.997,16,99
qlearning_v2,166,-29376.5,48.65,0.60729,0.05,0.99,0.997,9,90
qlearning_v2,167,-28961.0,62.45,0.60547,0.05,0.99,0.997,14,90
qlearning_v2,168,-30527.2,82.83,0.60365,0.05,0.99,0.997,15,99
qlearning_v2,169,-28702.9,85.52,0.60184,0.05,0.99,0.997,21,88
qlearning_v2,170,-29647.5,90.56,0.60004,0.05,0.99,0.997,13,80
qlearning_v2,171,-30724.3,63.2,0.59824,0.05,0.99,0.997,12,86
qlearning_v2,172,-28091.3,66.76,0.59644,0.05,0.99,0.997,9,91
qlearning_v2,173,-28839.0,65.95,0.59465,0.05,0.99,0.997,14,95
qlearning_v2,174,-28757.4,67.76,0.59287,0.05,0.99,0.997,13,93
qlearning_v2,175,-27988.7,57.6,0.59109,0.05,0.99,0.997,13,84
qlearning_v2,176,-28953.8,27.92,0.58932,0.05,0.99,0.997,4,76
qlearning_v2,177,-27185.8,68.16,0.58755,0.05,0.99,0.997,24,81
qlearning_v2,178,-27309.2,77.52,0.58578,0.05,0.99,0.997,17,89
qlearning_v2,179,-30188.4,92.78,0.58403,0.05,0.99,0.997,15,93
qlearning_v2,180,-29799.6,45.78,0.58228,0.05,0.99,0.997,10,87
qlearning_v2,181,-28915.7,82.64,0.58053,0.05,0.99,0.997,17,99
qlearning_v2,182,-29582.1,43.0,0.57879,0.05,0.99,0.997,8,67
qlearning_v2,183,-30923.0,60.72,0.57705,0.05,0.99,0.997,10,90
qlearning_v2,184,-26990.3,30.68,0.57532,0.05,0.99,0.997,11,81
qlearning_v2,185,-26860.9,47.34,0.57359,0.05,0.99,0.997,21,83
qlearning_v2,186,-28454.8,40.83,0.57187,0.05,0.99,0.997,10,96
qlearning_v2,187,-27287.1,88.3,0.57016,0.05,0.99,0.997,19,92
qlearning_v2,188,-28430.1,50.5,0.56845,0.05,0.99,0.997,12,97
qlearning_v2,189,-28894.9,51.41,0.56674,0.05,0.99,0.997,9,103
qlearning_v2,190,-28321.7,32.93,0.56504,0.05,0.99,0.997,7,79
qlearning_v2,191,-27486.8,90.52,0.56335,0.05,0.99,0.997,18,101
qlearning_v2,192,-27897.8,71.07,0.56166,0.05,0.99,0.997,6,86
qlearning_v2,193,-27611.2,77.73,0.55997,0.05,0.99,0.997,14,94
qlearning_v2,194,-31200.4,55.33,0.55829,0.05,0.99,0.997,13,88
qlearning_v2,195,-32268.5,77.67,0.55662,0.05,0.99,0.997,16,95
qlearning_v2,196,-29834.7,80.3,0.55495,0.05,0.99,0.997,20,94
qlearning_v2,197,-26822.1,83.23,0.55328,0.05,0.99,0.997,25,82
qlearning_v2,198,-28421.5,12.83,0.55162,0.05,0.99,0.997,4,100
qlearning_v2,199,-28021.4,88.35,0.54997,0.05,0.99,0.997,15,98
qlearning_v2,200,-27684.9,55.95,0.54832,0.05,0.99,0.997,13,93
qlearning_v2,201,-29287.0,82.73,0.54667,0.05,0.99,0.997,16,95
qlearning_v2,202,-31288.4,42.23,0.54503,0.05,0.99,0.997,5,93
qlearning_v2,203,-29276.4,76.9,0.5434,0.05,0.99,0.997,13,78
qlearning_v2,204,-27618.3,19.92,0.54177,0.05,0.99,0.997,6,76
qlearning_v2,205,-27897.6,91.67,0.54014,0.05,0.99,0.997,25,87
qlearning_v2,206,-27677.7,84.48,0.53852,0.05,0.99,0.997,15,99
qlearning_v2,207,-27420.2,78.43,0.53691,0.05,0.99,0.997,13,109
qlearning_v2,208,-27789.3,84.43,0.53529,0.05,0.99,0.997,15,86
qlearning_v2,209,-25928.9,51.12,0.53369,0.05,0.99,0.997,9,103
qlearning_v2,210,-27748.3,80.72,0.53209,0.05,0.99,0.997,21,96
qlearning_v2,211,-29687.8,62.44,0.53049,0.05,0.99,0.997,18,91
qlearning_v2,212,-29169.5,77.35,0.5289,0.05,0.99,0.997,9,90
qlearning_v2,213,-26860.5,28.75,0.52731,0.05,0.99,0.997,4,90
qlearning_v2,214,-27144.4,75.68,0.52573,0.05,0.99,0.997,18,88
qlearning_v2,215,-28344.5,78.7,0.52415,0.05,0.99,0.997,16,80
qlearning_v2,216,-30799.4,69.75,0.52258,0.05,0.99,0.997,8,88
qlearning_v2,217,-29208.0,13.58,0.52101,0.05,0.99,0.997,5,95
qlearning_v2,218,-28234.6,32.79,0.51945,0.05,0.99,0.997,6,87
qlearning_v2,219,-28820.0,69.48,0.51789,0.05,0.99,0.997,13,95
qlearning_v2,220,-28271.5,74.94,0.51634,0.05,0.99,0.997,10,85
qlearning_v2,221,-28189.6,67.39,0.51479,0.05,0.99,0.997,16,107
qlearning_v2,222,-27971.7,73.55,0.51325,0.05,0.99,0.997,12,94
qlearning_v2,223,-25121.4,69.91,0.51171,0.05,0.99,0.997,25,103
qlearning_v2,224,-27628.1,68.26,0.51017,0.05,0.99,0.997,11,102
qlearning_v2,225,-29403.6,43.41,0.50864,0.05,0.99,0.997,9,87
qlearning_v2,226,-27816.3,82.3,0.50711,0.05,0.99,0.997,13,101
qlearning_v2,227,-28381.0,68.72,0.50559,0.05,0.99,0.997,24,90
qlearning_v2,228,-27554.5,31.5,0.50408,0.05,0.99,0.997,2,85
qlearning_v2,229,-27875.7,40.12,0.50256,0.05,0.99,0.997,8,89
qlearning_v2,230,-28601.5,77.0,0.50106,0.05,0.99,0.997,17,105
qlearning_v2,231,-31095.0,39.83,0.49955,0.05,0.99,0.997,10,95
qlearning_v2,232,-28265.8,55.46,0.49805,0.05,0.99,0.997,19,106
qlearning_v2,233,-29467.5,79.44,0.49656,0.05,0.99,0.997,19,95
qlearning_v2,234,-28224.7,83.35,0.49507,0.05,0.99,0.997,15,84
qlearning_v2,235,-28481.2,57.82,0.49359,0.05,0.99,0.997,3,89
qlearning_v2,236,-30589.5,60.39,0.4921,0.05,0.99,0.997,10,95
qlearning_v2,237,-26363.1,16.75,0.49063,0.05,0.99,0.997,8,62
qlearning_v2,238,-28243.5,60.27,0.48916,0.05,0.99,0.997,10,70
qlearning_v2,239,-27617.4,73.71,0.48769,0.05,0.99,0.997,23,83
qlearning_v2,240,-28020.8,84.23,0.48623,0.05,0.99,0.997,14,101
qlearning_v2,241,-28434.6,46.32,0.48477,0.05,0.99,0.997,15,102
qlearning_v2,242,-30420.3,58.42,0.48331,0.05,0.99,0.997,19,86
qlearning_v2,243,-26773.7,63.56,0.48186,0.05,0.99,0.997,10,89
qlearning_v2,244,-29661.1,59.06,0.48042,0.05,0.99,0.997,12,77
qlearning_v2,245,-28561.1,71.14,0.47898,0.05,0.99,0.997,15,87
qlearning_v2,246,-28300.7,71.96,0.47754,0.05,0.99,0.997,16,94
qlearning_v2,247,-28472.3,55.09,0.47611,0.05,0.99,0.997,15,86
qlearning_v2,248,-29347.8,56.0,0.47468,0.05,0.99,0.997,10,86
qlearning_v2,249,-29226.6,83.82,0.47325,0.05,0.99,0.997,20,87
qlearning_v2,250,-26086.1,69.94,0.47183,0.05,0.99,0.997,10,87
qlearning_v2,251,-29600.7,70.18,0.47042,0.05,0.99,0.997,11,114
qlearning_v2,252,-29883.8,76.41,0.46901,0.05,0.99,0.997,9,81
qlearning_v2,253,-27453.8,50.24,0.4676,0.05,0.99,0.997,9,81
qlearning_v2,254,-31482.0,51.46,0.4662,0.05,0.99,0.997,5,80
qlearning_v2,255,-27539.5,40.56,0.4648,0.05,0.99,0.997,10,80
qlearning_v2,256,-28022.2,10.83,0.4634,0.05,0.99,0.997,4,84
qlearning_v2,257,-29415.4,71.75,0.46201,0.05,0.99,0.997,12,103
qlearning_v2,258,-29904.2,8.0,0.46063,0.05,0.99,0.997,1,79
qlearning_v2,259,-28023.7,91.96,0.45925,0.05,0.99,0.997,19,94
qlearning_v2,260,-27008.6,90.86,0.45787,0.05,0.99,0.997,13,72
qlearning_v2,261,-28988.3,96.24,0.4565,0.05,0.99,0.997,17,96
qlearning_v2,262,-28398.7,25.44,0.45513,0.05,0.99,0.997,3,84
qlearning_v2,263,-28332.6,57.67,0.45376,0.05,0.99,0.997,14,92
qlearning_v2,264,-27362.3,73.88,0.4524,0.05,0.99,0.997,18,81
qlearning_v2,265,-28962.6,21.92,0.45104,0.05,0.99,0.997,5,117
qlearning_v2,266,-28865.9,44.12,0.44969,0.05,0.99,0.997,8,83
qlearning_v2,267,-28803.8,38.41,0.44834,0.05,0.99,0.997,9,86
qlearning_v2,268,-29205.6,22.17,0.44699,0.05,0.99,0.997,4,107
qlearning_v2,269,-27144.5,18.62,0.44565,0.05,0.99,0.997,0,85
qlearning_v2,270,-28456.4,71.78,0.44432,0.05,0.99,0.997,11,93
qlearning_v2,271,-27282.7,82.55,0.44298,0.05,0.99,0.997,12,84
qlearning_v2,272,-28853.3,60.62,0.44165,0.05,0.99,0.997,16,91
qlearning_v2,273,-28608.4,48.15,0.44033,0.05,0.99,0.997,12,98
qlearning_v2,274,-29125.6,62.2,0.43901,0.05,0.99,0.997,9,92
qlearning_v2,275,-27948.6,83.58,0.43769,0.05,0.99,0.997,26,97
qlearning_v2,276,-28954.9,50.8,0.43638,0.05,0.99,0.997,8,88
qlearning_v2,277,-30398.6,48.82,0.43507,0.05,0.99,0.997,9,102
qlearning_v2,278,-28127.7,81.8,0.43376,0.05,0.99,0.997,22,89
qlearning_v2,279,-27537.9,82.04,0.43246,0.05,0.99,0.997,17,93
qlearning_v2,280,-27353.0,75.05,0.43117,0.05,0.99,0.997,12,75
qlearning_v2,281,-30044.5,32.08,0.42987,0.05,0.99,0.997,5,75
qlearning_v2,282,-27255.6,62.45,0.42858,0.05,0.99,0.997,14,87
qlearning_v2,283,-27799.2,68.04,0.4273,0.05,0.99,0.997,15,84
qlearning_v2,284,-28647.6,49.11,0.42602,0.05,0.99,0.997,11,87
qlearning_v2,285,-30361.8,66.27,0.42474,0.05,0.99,0.997,9,81
qlearning_v2,286,-29630.8,52.06,0.42346,0.05,0.99,0.997,11,96
qlearning_v2,287,-27726.6,36.58,0.42219,0.05,0.99,0.997,11,82
qlearning_v2,288,-28014.5,41.35,0.42093,0.05,0.99,0.997,9,80
qlearning_v2,289,-29679.1,84.15,0.41966,0.05,0.99,0.997,26,97
qlearning_v2,290,-25556.7,79.04,0.4184,0.05,0.99,0.997,18,89
qlearning_v2,291,-28405.6,14.56,0.41715,0.05,0.99,0.997,2,92
qlearning_v2,292,-28614.4,59.2,0.4159,0.05,0.99,0.997,12,68
qlearning_v2,293,-26936.7,60.07,0.41465,0.05,0.99,0.997,6,109
qlearning_v2,294,-30420.2,72.38,0.41341,0.05,0.99,0.997,16,99
qlearning_v2,295,-27096.8,88.43,0.41217,0.05,0.99,0.997,15,91
qlearning_v2,296,-29301.0,72.36,0.41093,0.05,0.99,0.997,21,115
qlearning_v2,297,-28834.5,56.7,0.4097,0.05,0.99,0.997,15,80
qlearning_v2,298,-27922.3,37.0,0.40847,0.05,0.99,0.997,7,71
qlearning_v2,299,-28974.2,47.88,0.40724,0.05,0.99,0.997,9,74
qlearning_v2,300,-28998.8,94.22,0.40602,0.05,0.99,0.997,15,71
qlearning_v2,301,-27868.4,57.95,0.4048,0.05,0.99,0.997,12,103
qlearning_v2,302,-27469.8,65.74,0.40359,0.05,0.99,0.997,11,91
qlearning_v2,303,-27838.6,42.85,0.40238,0.05,0.99,0.997,12,67
qlearning_v2,304,-29317.3,76.72,0.40117,0.05,0.99,0.997,10,121
qlearning_v2,305,-28918.5,38.71,0.39997,0.05,0.99,0.997,9,85
qlearning_v2,306,-29383.4,69.12,0.39877,0.05,0.99,0.997,17,88
qlearning_v2,307,-29237.2,56.36,0.39757,0.05,0.99,0.997,17,104
qlearning_v2,308,-28406.3,83.64,0.39638,0.05,0.99,0.997,17,76
qlearning_v2,309,-28739.2,36.4,0.39519,0.05,0.99,0.997,2,69
qlearning_v2,310,-27784.7,74.53,0.394,0.05,0.99,0.997,11,79
qlearning_v2,311,-31550.6,57.96,0.39282,0.05,0.99,0.997,15,82
qlearning_v2,312,-30256.4,71.94,0.39164,0.05,0.99,0.997,9,93
qlearning_v2,313,-28388.3,73.61,0.39047,0.05,0.99,0.997,25,86
qlearning_v2,314,-29070.9,64.33,0.3893,0.05,0.99,0.997,10,88
qlearning_v2,315,-29768.1,75.4,0.38813,0.05,0.99,0.997,17,107
qlearning_v2,316,-29923.7,37.31,0.38696,0.05,0.99,0.997,8,79
qlearning_v2,317,-28500.9,64.83,0.3858,0.05,0.99,0.997,10,93
qlearning_v2,318,-28161.4,75.41,0.38465,0.05,0.99,0.997,19,73
qlearning_v2,319,-29569.6,80.9,0.38349,0.05,0.99,0.997,13,92
qlearning_v2,320,-28655.8,53.44,0.38234,0.05,0.99,0.997,10,76
qlearning_v2,321,-29252.7,39.94,0.38119,0.05,0.99,0.997,9,94
qlearning_v2,322,-28930.0,53.06,0.38005,0.05,0.99,0.997,8,80
qlearning_v2,323,-29255.6,51.85,0.37891,0.05,0.99,0.997,5,92
qlearning_v2,324,-28692.0,6.22,0.37777,0.05,0.99,0.997,1,95
qlearning_v2,325,-30643.4,76.2,0.37664,0.05,0.99,0.997,12,88
qlearning_v2,326,-29140.7,65.58,0.37551,0.05,0.99,0.997,11,119
qlearning_v2,327,-29333.7,43.0,0.37438,0.05,0.99,0.997,4,109
qlearning_v2,328,-27968.1,44.24,0.37326,0.05,0.99,0.997,9,97
qlearning_v2,329,-29079.7,70.56,0.37214,0.05,0.99,0.997,10,79
qlearning_v2,330,-27982.5,60.89,0.37102,0.05,0.99,0.997,11,80
qlearning_v2,331,-29291.2,28.09,0.36991,0.05,0.99,0.997,3,64
qlearning_v2,332,-28953.0,64.12,0.3688,0.05,0.99,0.997,10,70
qlearning_v2,333,-28642.1,46.31,0.36769,0.05,0.99,0.997,5,87
qlearning_v2,334,-25337.7,83.45,0.36659,0.05,0.99,0.997,21,74
qlearning_v2,335,-28967.8,50.38,0.36549,0.05,0.99,0.997,8,111
qlearning_v2,336,-28656.0,95.86,0.3644,0.05,0.99,0.997,29,105
qlearning_v2,337,-27412.4,60.0,0.3633,0.05,0.99,0.997,9,93
qlearning_v2,338,-27820.4,83.23,0.36221,0.05,0.99,0.997,22,68
qlearning_v2,339,-28778.8,68.5,0.36113,0.05,0.99,0.997,10,76
